Gene	BF	Recall	Precision	FDR
HSD17B13	-10.923	0.994	0.507	0.493
VPS33B	-10.924	0.994	0.507	0.493
STAMBPL1	-10.924	0.994	0.507	0.493
ENOSF1	-10.924	0.994	0.507	0.493
C6orf120	-10.925	0.994	0.507	0.493
ID1	-10.925	0.994	0.507	0.493
OR6Y1	-10.925	0.994	0.507	0.493
KRT40	-10.925	0.994	0.506	0.494
PPIP5K1	-10.926	0.994	0.506	0.494
S100A2	-10.926	0.994	0.506	0.494
C5orf56	-10.927	0.994	0.506	0.494
C2orf48	-10.930	0.994	0.506	0.494
C6orf89	-10.930	0.994	0.506	0.494
UBAP2	-10.930	0.994	0.506	0.494
NKX2-6	-10.932	0.994	0.506	0.494
ARRB1	-10.935	0.994	0.506	0.494
MIER2	-10.935	0.994	0.506	0.494
OR7E24	-10.936	0.994	0.506	0.494
ATG9A	-10.937	0.994	0.506	0.494
SPARC	-10.937	0.994	0.506	0.494
OR52B6	-10.938	0.994	0.506	0.494
SLC2A8	-10.938	0.994	0.506	0.494
HIVEP2	-10.939	0.994	0.506	0.494
MAS1L	-10.941	0.994	0.506	0.494
CCDC82	-10.941	0.994	0.506	0.494
IL12RB2	-10.942	0.994	0.506	0.494
ZNF140	-10.944	0.994	0.506	0.494
C11orf71	-10.945	0.994	0.506	0.494
SCN10A	-10.946	0.994	0.505	0.495
BTG4	-10.947	0.994	0.505	0.495
MYLK4	-10.947	0.994	0.505	0.495
ERO1LB	-10.948	0.994	0.505	0.495
CUEDC1	-10.948	0.994	0.505	0.495
CD70	-10.948	0.994	0.505	0.495
KIAA1671	-10.948	0.994	0.505	0.495
SH2D7	-10.949	0.994	0.505	0.495
PIGQ	-10.949	0.994	0.505	0.495
WASF3	-10.949	0.994	0.505	0.495
SLC23A3	-10.950	0.994	0.505	0.495
ZNF16	-10.952	0.994	0.505	0.495
CLNK	-10.952	0.994	0.505	0.495
CLCN2	-10.955	0.994	0.505	0.495
MMP10	-10.955	0.994	0.505	0.495
FOXG1	-10.957	0.994	0.505	0.495
TNNI3	-10.957	0.994	0.505	0.495
LYPLAL1	-10.958	0.994	0.505	0.495
GYPA	-10.958	0.994	0.505	0.495
C9orf141	-10.958	0.994	0.505	0.495
SYT15	-10.958	0.994	0.505	0.495
CYP4Z1	-10.960	0.994	0.505	0.495
FBXO24	-10.960	0.994	0.505	0.495
CRCT1	-10.961	0.994	0.505	0.495
OR6B3	-10.961	0.994	0.505	0.495
MYLIP	-10.962	0.994	0.505	0.495
SERPINE3	-10.963	0.994	0.505	0.495
OPN3	-10.963	0.994	0.505	0.495
MICA	-10.964	0.994	0.505	0.495
LMBRD2	-10.965	0.994	0.505	0.495
CREBBP	-10.967	0.994	0.505	0.495
ABR	-10.967	0.994	0.505	0.495
MYH3	-10.967	0.994	0.505	0.495
ACADVL	-10.968	0.994	0.505	0.495
MRO	-10.968	0.994	0.505	0.495
FAM122B	-10.971	0.994	0.505	0.495
HIST1H4I	-10.972	0.994	0.505	0.495
KDM6A	-10.972	0.994	0.505	0.495
ANKRD45	-10.973	0.994	0.505	0.495
FAM174B	-10.974	0.994	0.505	0.495
GLB1	-10.974	0.994	0.505	0.495
RSPH9	-10.975	0.994	0.505	0.495
MLLT3	-10.977	0.994	0.505	0.495
ZNF484	-10.979	0.994	0.505	0.495
ASIC2	-10.980	0.994	0.505	0.495
RPRD1B	-10.980	0.994	0.505	0.495
NFKBIL1	-10.980	0.994	0.505	0.495
ATG4B	-10.981	0.994	0.505	0.495
OCA2	-10.982	0.994	0.505	0.495
DPY19L3	-10.983	0.994	0.505	0.495
GJA4	-10.983	0.994	0.505	0.495
SOST	-10.984	0.994	0.505	0.495
BIN3	-10.985	0.994	0.505	0.495
ZSCAN29	-10.985	0.994	0.505	0.495
CUL4B	-10.986	0.994	0.505	0.495
BCL10	-10.986	0.994	0.505	0.495
MLF1	-10.986	0.994	0.505	0.495
COLGALT2	-10.986	0.994	0.505	0.495
VSTM4	-10.988	0.994	0.505	0.495
OSER1	-10.988	0.994	0.505	0.495
KIF26B	-10.988	0.994	0.505	0.495
TSPAN2	-10.989	0.994	0.505	0.495
SLCO5A1	-10.991	0.994	0.505	0.495
AKIP1	-10.992	0.994	0.505	0.495
SNX12	-10.993	0.994	0.505	0.495
KRTAP6-3	-10.994	0.994	0.505	0.495
COX11	-10.996	0.995	0.506	0.494
TAC4	-10.997	0.995	0.506	0.494
FOXE1	-10.998	0.995	0.506	0.494
KRT34	-10.998	0.995	0.506	0.494
ETAA1	-10.998	0.995	0.506	0.494
ZNF507	-11.000	0.995	0.506	0.494
MAB21L2	-11.001	0.995	0.506	0.494
ZFAND2B	-11.002	0.995	0.506	0.494
PDIA6	-11.004	0.995	0.506	0.494
ODF1	-11.004	0.995	0.506	0.494
CD38	-11.007	0.995	0.506	0.494
NKIRAS2	-11.007	0.995	0.506	0.494
NIT2	-11.009	0.995	0.506	0.494
MAOB	-11.011	0.995	0.506	0.494
KLHL33	-11.011	0.995	0.506	0.494
ADCK4	-11.012	0.995	0.506	0.494
OR2M4	-11.012	0.995	0.506	0.494
OR11H6	-11.012	0.995	0.506	0.494
CUL9	-11.013	0.995	0.506	0.494
ZBTB43	-11.013	0.995	0.506	0.494
ABHD13	-11.013	0.995	0.506	0.494
PIK3CD	-11.014	0.995	0.506	0.494
TRMT11	-11.015	0.995	0.506	0.494
SAP30L	-11.015	0.995	0.506	0.494
OR10A7	-11.015	0.995	0.506	0.494
SYNPO2	-11.017	0.995	0.506	0.494
C22orf29	-11.017	0.995	0.506	0.494
ZNF474	-11.018	0.995	0.506	0.494
NOBOX	-11.018	0.995	0.505	0.495
PAX4	-11.020	0.995	0.505	0.495
CBR1	-11.021	0.995	0.505	0.495
RASSF3	-11.021	0.995	0.505	0.495
RNASET2	-11.026	0.995	0.505	0.495
TRAPPC6A	-11.026	0.995	0.505	0.495
MGST3	-11.026	0.995	0.505	0.495
RBP1	-11.027	0.995	0.505	0.495
SPANXN3	-11.027	0.995	0.505	0.495
RNF135	-11.029	0.995	0.505	0.495
CALM1	-11.030	0.995	0.505	0.495
DPYSL2	-11.031	0.995	0.505	0.495
RGS4	-11.033	0.995	0.505	0.495
GPX5	-11.033	0.995	0.504	0.496
CASQ1	-11.034	0.995	0.504	0.496
NLRP5	-11.035	0.995	0.504	0.496
SLC30A6	-11.036	0.995	0.504	0.496
SLC6A14	-11.036	0.995	0.504	0.496
LRRFIP2	-11.037	0.995	0.504	0.496
ZNF780B	-11.038	0.995	0.504	0.496
HEXIM1	-11.038	0.995	0.504	0.496
ABHD10	-11.040	0.995	0.504	0.496
TEX11	-11.040	0.995	0.504	0.496
TBC1D14	-11.042	0.995	0.504	0.496
AFF1	-11.046	0.995	0.504	0.496
PENK	-11.047	0.995	0.504	0.496
CCDC149	-11.047	0.995	0.504	0.496
ZNF215	-11.048	0.995	0.504	0.496
FAM57A	-11.049	0.995	0.504	0.496
FGF14	-11.049	0.995	0.504	0.496
ING2	-11.050	0.995	0.504	0.496
SLC48A1	-11.051	0.995	0.504	0.496
ERBB3	-11.053	0.995	0.504	0.496
COLQ	-11.053	0.995	0.504	0.496
TPST2	-11.053	0.995	0.504	0.496
PDXP	-11.053	0.995	0.504	0.496
RASIP1	-11.054	0.995	0.504	0.496
MFSD12	-11.054	0.995	0.504	0.496
IFT46	-11.054	0.995	0.504	0.496
HAT1	-11.054	0.995	0.504	0.496
NUDT5	-11.056	0.995	0.504	0.496
PPP1R3A	-11.057	0.995	0.504	0.496
KRT80	-11.057	0.995	0.504	0.496
CDC25C	-11.057	0.995	0.504	0.496
MRPS25	-11.058	0.995	0.504	0.496
TSPAN8	-11.058	0.995	0.504	0.496
CEP70	-11.061	0.995	0.504	0.496
KBTBD3	-11.061	0.995	0.504	0.496
HPSE2	-11.062	0.995	0.504	0.496
ZNF626	-11.064	0.995	0.504	0.496
TMEM45A	-11.064	0.995	0.504	0.496
RASAL2	-11.066	0.995	0.504	0.496
OR10H4	-11.066	0.995	0.504	0.496
DMTN	-11.066	0.995	0.504	0.496
MS4A6A	-11.067	0.995	0.504	0.496
TRPV4	-11.067	0.995	0.504	0.496
NSMAF	-11.067	0.995	0.504	0.496
HKR1	-11.068	0.995	0.504	0.496
MYCBPAP	-11.068	0.995	0.504	0.496
MAP7	-11.069	0.995	0.504	0.496
SNRPC	-11.069	0.995	0.504	0.496
SETBP1	-11.069	0.995	0.504	0.496
TMEM184C	-11.070	0.995	0.504	0.496
HEY1	-11.072	0.995	0.504	0.496
CAD	-11.075	0.995	0.504	0.496
APOL6	-11.077	0.995	0.504	0.496
GKN1	-11.077	0.995	0.504	0.496
OSM	-11.077	0.995	0.504	0.496
WDR63	-11.077	0.995	0.504	0.496
FDFT1	-11.080	0.995	0.504	0.496
ZNF582	-11.082	0.995	0.504	0.496
ADTRP	-11.083	0.995	0.504	0.496
MARC1	-11.083	0.995	0.504	0.496
ILDR1	-11.084	0.995	0.504	0.496
OR8B12	-11.085	0.995	0.504	0.496
PCDH11X	-11.086	0.995	0.504	0.496
RLN3	-11.088	0.995	0.504	0.496
ZNF395	-11.089	0.995	0.504	0.496
ZNF385B	-11.089	0.995	0.504	0.496
TOMM40L	-11.090	0.995	0.504	0.496
NLRP3	-11.090	0.995	0.504	0.496
PIEZO2	-11.091	0.995	0.504	0.496
ARG2	-11.092	0.995	0.504	0.496
ZNF253	-11.092	0.995	0.504	0.496
NSMF	-11.093	0.995	0.504	0.496
TMEM42	-11.094	0.995	0.504	0.496
SOGA3	-11.095	0.995	0.504	0.496
FAM162A	-11.095	0.995	0.504	0.496
ABHD4	-11.096	0.995	0.504	0.496
KLHL23	-11.097	0.995	0.504	0.496
IMMP2L	-11.099	0.995	0.504	0.496
LAMB1	-11.102	0.995	0.504	0.496
C19orf54	-11.102	0.995	0.504	0.496
OR56B1	-11.104	0.995	0.504	0.496
EID1	-11.108	0.995	0.504	0.496
KIAA1244	-11.108	0.995	0.504	0.496
C6orf118	-11.110	0.995	0.504	0.496
EPO	-11.111	0.995	0.504	0.496
RASD2	-11.112	0.995	0.504	0.496
CYB5R3	-11.112	0.995	0.504	0.496
BNIP3L	-11.113	0.995	0.504	0.496
TMCO3	-11.116	0.995	0.504	0.496
ZNF766	-11.117	0.995	0.504	0.496
MST4	-11.117	0.995	0.504	0.496
BPIFC	-11.119	0.995	0.503	0.497
DDX39A	-11.119	0.995	0.503	0.497
SIRPD	-11.119	0.995	0.503	0.497
ADH6	-11.120	0.995	0.503	0.497
ENG	-11.121	0.995	0.503	0.497
PTCRA	-11.121	0.995	0.503	0.497
PAPPA2	-11.122	0.995	0.503	0.497
FGG	-11.122	0.995	0.503	0.497
GGA3	-11.123	0.995	0.503	0.497
ZUFSP	-11.124	0.995	0.503	0.497
STAT4	-11.124	0.995	0.503	0.497
FGD5	-11.124	0.995	0.503	0.497
TMEM91	-11.124	0.995	0.503	0.497
SPPL2A	-11.125	0.995	0.503	0.497
RASA1	-11.126	0.995	0.503	0.497
CYP11A1	-11.128	0.995	0.503	0.497
PNPLA1	-11.130	0.995	0.503	0.497
ZNF250	-11.130	0.995	0.503	0.497
MID2	-11.131	0.995	0.503	0.497
C10orf55	-11.131	0.995	0.503	0.497
PPARA	-11.133	0.995	0.503	0.497
THSD4	-11.135	0.995	0.503	0.497
MAGEA12	-11.136	0.995	0.503	0.497
TMEM150B	-11.137	0.995	0.503	0.497
LPPR5	-11.138	0.995	0.503	0.497
PDE4D	-11.141	0.995	0.503	0.497
CPPED1	-11.144	0.995	0.503	0.497
NPAS4	-11.144	0.995	0.503	0.497
TRIM56	-11.146	0.995	0.503	0.497
C12orf77	-11.147	0.995	0.503	0.497
CNN3	-11.148	0.995	0.503	0.497
OVGP1	-11.149	0.995	0.503	0.497
EPB41L3	-11.149	0.995	0.503	0.497
PDZD9	-11.151	0.995	0.503	0.497
PLXNB3	-11.152	0.995	0.503	0.497
MCAM	-11.153	0.995	0.503	0.497
CKAP2L	-11.153	0.995	0.503	0.497
GNAT2	-11.155	0.995	0.503	0.497
IER3	-11.156	0.995	0.503	0.497
ZNF587B	-11.156	0.995	0.503	0.497
DHRS2	-11.156	0.995	0.503	0.497
CXCR1	-11.156	0.995	0.503	0.497
ACE2	-11.157	0.995	0.503	0.497
SYT16	-11.157	0.995	0.503	0.497
CLDN5	-11.159	0.995	0.503	0.497
GFPT2	-11.160	0.995	0.503	0.497
ZBBX	-11.160	0.995	0.503	0.497
CCDC148	-11.161	0.995	0.503	0.497
F5	-11.161	0.995	0.503	0.497
IKBKB	-11.162	0.995	0.503	0.497
C2orf76	-11.163	0.995	0.503	0.497
SLAMF1	-11.163	0.995	0.503	0.497
PPP2R3A	-11.165	0.995	0.503	0.497
MARCH5	-11.166	0.995	0.503	0.497
CDK13	-11.166	0.995	0.503	0.497
MAP7D1	-11.166	0.995	0.503	0.497
MAGEA1	-11.167	0.995	0.503	0.497
NECAB1	-11.168	0.995	0.503	0.497
TGM3	-11.168	0.995	0.503	0.497
CD80	-11.168	0.995	0.503	0.497
ZNF441	-11.170	0.995	0.503	0.497
SPRR4	-11.170	0.995	0.503	0.497
MAN2B1	-11.172	0.995	0.503	0.497
TFCP2	-11.173	0.995	0.503	0.497
NNAT	-11.174	0.995	0.503	0.497
TRAPPC10	-11.174	0.995	0.503	0.497
CCR5	-11.175	0.995	0.503	0.497
TSHZ1	-11.175	0.995	0.503	0.497
GIT1	-11.177	0.995	0.503	0.497
ITCH	-11.177	0.995	0.503	0.497
FBXO16	-11.177	0.995	0.503	0.497
SIL1	-11.179	0.995	0.503	0.497
AK8	-11.182	0.995	0.503	0.497
KLHDC7B	-11.183	0.995	0.503	0.497
PCGF1	-11.184	0.995	0.503	0.497
PCDH15	-11.184	0.995	0.503	0.497
SNED1	-11.184	0.995	0.503	0.497
CACNA1A	-11.185	0.995	0.503	0.497
LECT2	-11.186	0.995	0.503	0.497
IP6K2	-11.188	0.995	0.503	0.497
IL1R2	-11.189	0.995	0.503	0.497
ZNF480	-11.190	0.995	0.503	0.497
MIEN1	-11.190	0.995	0.503	0.497
C14orf183	-11.191	0.995	0.502	0.498
DACT2	-11.192	0.995	0.502	0.498
CLCA1	-11.192	0.995	0.502	0.498
ASPHD1	-11.196	0.995	0.502	0.498
ZNF541	-11.197	0.995	0.502	0.498
TET2	-11.199	0.995	0.502	0.498
PAGE5	-11.201	0.995	0.502	0.498
MKRN2	-11.202	0.995	0.502	0.498
NID1	-11.202	0.995	0.502	0.498
OR14C36	-11.203	0.995	0.502	0.498
TEX2	-11.205	0.995	0.502	0.498
DRD2	-11.206	0.995	0.502	0.498
NXF3	-11.206	0.995	0.502	0.498
AQP6	-11.207	0.995	0.502	0.498
CH25H	-11.208	0.995	0.502	0.498
ATP11C	-11.208	0.995	0.502	0.498
ANKS3	-11.209	0.995	0.502	0.498
SAA4	-11.209	0.995	0.502	0.498
CPM	-11.209	0.995	0.502	0.498
FARP2	-11.209	0.995	0.502	0.498
ZNF211	-11.211	0.995	0.502	0.498
PDE10A	-11.211	0.995	0.502	0.498
FAM129A	-11.211	0.995	0.502	0.498
UTS2	-11.211	0.995	0.502	0.498
GJB1	-11.212	0.995	0.502	0.498
HLTF	-11.212	0.995	0.502	0.498
LNX2	-11.213	0.995	0.502	0.498
RHOXF1	-11.213	0.995	0.502	0.498
CACNA1C	-11.213	0.995	0.502	0.498
AC079612.1	-11.214	0.995	0.502	0.498
KIAA1377	-11.216	0.995	0.502	0.498
C9orf170	-11.218	0.995	0.502	0.498
CLIC2	-11.218	0.995	0.502	0.498
GDAP1	-11.218	0.995	0.502	0.498
ARHGAP23	-11.220	0.995	0.502	0.498
VPS13A	-11.220	0.995	0.502	0.498
RBMXL3	-11.221	0.995	0.502	0.498
NLGN4X	-11.223	0.995	0.502	0.498
CSN1S1	-11.225	0.995	0.502	0.498
THUMPD3	-11.227	0.995	0.502	0.498
OSBP2	-11.229	0.995	0.502	0.498
RABL3	-11.230	0.995	0.502	0.498
PKHD1L1	-11.231	0.995	0.502	0.498
FBP2	-11.234	0.995	0.502	0.498
CES1	-11.236	0.995	0.502	0.498
DZIP3	-11.236	0.995	0.502	0.498
TMPRSS3	-11.236	0.995	0.502	0.498
GNAT3	-11.237	0.995	0.502	0.498
ZNF568	-11.238	0.995	0.502	0.498
FAM107B	-11.238	0.995	0.502	0.498
ASB15	-11.240	0.995	0.502	0.498
AGR3	-11.240	0.995	0.502	0.498
GYG1	-11.241	0.995	0.502	0.498
SFRP2	-11.242	0.995	0.502	0.498
TBC1D16	-11.243	0.995	0.502	0.498
CECR2	-11.243	0.995	0.502	0.498
KAT2B	-11.245	0.995	0.502	0.498
TSKS	-11.246	0.995	0.502	0.498
SHISA3	-11.248	0.995	0.502	0.498
ANKRD33	-11.249	0.995	0.502	0.498
CDH24	-11.251	0.995	0.502	0.498
DOPEY1	-11.252	0.995	0.502	0.498
OR10R2	-11.253	0.995	0.502	0.498
MACF1	-11.253	0.995	0.502	0.498
ZNF436	-11.253	0.995	0.502	0.498
RIPPLY1	-11.253	0.995	0.502	0.498
SULF2	-11.256	0.995	0.502	0.498
MS4A12	-11.256	0.995	0.502	0.498
STX11	-11.256	0.995	0.502	0.498
OXT	-11.257	0.995	0.502	0.498
IL10RA	-11.258	0.995	0.502	0.498
KCNH4	-11.260	0.995	0.502	0.498
GREM1	-11.260	0.995	0.502	0.498
SIX6	-11.260	0.995	0.501	0.499
CTPS2	-11.261	0.995	0.501	0.499
COQ10B	-11.265	0.995	0.501	0.499
RGL4	-11.265	0.995	0.501	0.499
NEURL4	-11.266	0.995	0.501	0.499
SRI	-11.267	0.995	0.501	0.499
GRAP2	-11.268	0.995	0.501	0.499
UAP1	-11.270	0.995	0.501	0.499
SCLT1	-11.270	0.995	0.501	0.499
FUT3	-11.271	0.995	0.501	0.499
IGSF11	-11.271	0.995	0.501	0.499
KLHL15	-11.271	0.995	0.501	0.499
NCOA5	-11.272	0.995	0.501	0.499
USP27X	-11.272	0.995	0.501	0.499
AIF1L	-11.273	0.995	0.501	0.499
FATE1	-11.273	0.995	0.501	0.499
HIST1H4D	-11.273	0.995	0.501	0.499
HNRNPLL	-11.274	0.995	0.501	0.499
AHNAK2	-11.274	0.995	0.501	0.499
OR2V1	-11.275	0.995	0.501	0.499
FAM73A	-11.275	0.995	0.501	0.499
SLC22A12	-11.276	0.995	0.501	0.499
AP5M1	-11.276	0.995	0.501	0.499
WBP2	-11.276	0.995	0.501	0.499
ANKRD44	-11.277	0.995	0.501	0.499
ARHGEF10L	-11.280	0.995	0.501	0.499
PGK2	-11.281	0.995	0.500	0.500
CAMKK1	-11.283	0.995	0.500	0.500
WNT5A	-11.283	0.995	0.500	0.500
MERTK	-11.283	0.995	0.500	0.500
ISL1	-11.286	0.995	0.500	0.500
MAGEB6	-11.287	0.995	0.500	0.500
S100A10	-11.287	0.995	0.500	0.500
SEC22A	-11.288	0.995	0.500	0.500
IL6ST	-11.288	0.995	0.500	0.500
RBBP9	-11.288	0.995	0.500	0.500
GLRA3	-11.291	0.995	0.500	0.500
CUTA	-11.291	0.995	0.500	0.500
NUDT6	-11.291	0.995	0.500	0.500
TNFSF9	-11.293	0.995	0.500	0.500
IQCF2	-11.296	0.995	0.500	0.500
GPM6A	-11.297	0.995	0.500	0.500
PACRG	-11.297	0.995	0.500	0.500
ATP1B4	-11.298	0.995	0.500	0.500
MAMDC2	-11.300	0.995	0.500	0.500
CCL13	-11.302	0.995	0.500	0.500
TRPM6	-11.302	0.995	0.500	0.500
C3orf58	-11.304	0.995	0.500	0.500
APOBEC2	-11.304	0.995	0.500	0.500
CXCR4	-11.305	0.995	0.500	0.500
CCDC140	-11.306	0.995	0.500	0.500
PCDHB3	-11.307	0.995	0.500	0.500
GAS1	-11.308	0.995	0.500	0.500
HERC5	-11.308	0.995	0.500	0.500
PKNOX1	-11.309	0.995	0.500	0.500
NDFIP2	-11.309	0.995	0.500	0.500
TNP1	-11.311	0.995	0.500	0.500
OR9A2	-11.311	0.995	0.500	0.500
SCARA5	-11.312	0.995	0.500	0.500
THUMPD2	-11.312	0.995	0.500	0.500
ZMYM2	-11.312	0.995	0.500	0.500
FOXS1	-11.315	0.995	0.500	0.500
SLC13A5	-11.315	0.995	0.500	0.500
SHPRH	-11.317	0.995	0.500	0.500
CLDN16	-11.321	0.995	0.500	0.500
SLITRK6	-11.322	0.995	0.500	0.500
MRPL23	-11.324	0.995	0.500	0.500
CA12	-11.326	0.995	0.500	0.500
TDRD15	-11.326	0.995	0.500	0.500
HOPX	-11.326	0.995	0.500	0.500
CHST8	-11.327	0.995	0.500	0.500
CCL23	-11.328	0.995	0.500	0.500
UPB1	-11.328	0.995	0.500	0.500
TSN	-11.328	0.995	0.500	0.500
TRPV6	-11.331	0.995	0.500	0.500
GMPR	-11.331	0.995	0.500	0.500
TMEM164	-11.332	0.995	0.500	0.500
CCR1	-11.333	0.995	0.500	0.500
FAM9A	-11.333	0.995	0.500	0.500
TRIM69	-11.335	0.995	0.500	0.500
MOB2	-11.337	0.995	0.500	0.500
LMO7	-11.338	0.995	0.500	0.500
CLLU1OS	-11.340	0.995	0.500	0.500
PHLDA1	-11.340	0.995	0.500	0.500
UHRF1BP1	-11.340	0.995	0.500	0.500
C12orf54	-11.341	0.995	0.500	0.500
PLEKHF1	-11.342	0.995	0.500	0.500
IRG1	-11.344	0.995	0.500	0.500
TC2N	-11.344	0.995	0.500	0.500
TMEM196	-11.344	0.995	0.500	0.500
ACOX1	-11.346	0.995	0.500	0.500
SLC27A4	-11.346	0.995	0.500	0.500
DHCR24	-11.348	0.995	0.500	0.500
ZNF160	-11.349	0.995	0.500	0.500
INPP4B	-11.350	0.995	0.500	0.500
C4orf40	-11.350	0.995	0.500	0.500
ZNF57	-11.350	0.995	0.500	0.500
KIR3DL2	-11.351	0.995	0.500	0.500
IFI27L1	-11.352	0.995	0.500	0.500
CLSTN3	-11.353	0.995	0.500	0.500
R3HDM4	-11.355	0.995	0.500	0.500
KRTAP4-1	-11.358	0.995	0.500	0.500
NRROS	-11.359	0.995	0.500	0.500
MCU	-11.361	0.995	0.500	0.500
OVOL3	-11.361	0.995	0.500	0.500
OR52N2	-11.361	0.995	0.500	0.500
HRNR	-11.362	0.995	0.500	0.500
AXIN2	-11.362	0.995	0.500	0.500
C11orf42	-11.362	0.995	0.500	0.500
CYP11B1	-11.362	0.995	0.500	0.500
MFSD2B	-11.363	0.995	0.500	0.500
CYP2C9	-11.364	0.995	0.500	0.500
WDR93	-11.364	0.995	0.500	0.500
SFTPD	-11.364	0.995	0.500	0.500
CPB2	-11.364	0.995	0.500	0.500
ZFP30	-11.366	0.995	0.500	0.500
HDAC10	-11.366	0.995	0.500	0.500
NMB	-11.368	0.995	0.500	0.500
LPCAT2	-11.370	0.995	0.500	0.500
TMEM169	-11.370	0.995	0.500	0.500
TPM1	-11.371	0.995	0.500	0.500
UACA	-11.371	0.995	0.500	0.500
LAMA2	-11.373	0.995	0.500	0.500
S100A13	-11.374	0.995	0.500	0.500
SERPINB3	-11.375	0.995	0.500	0.500
PFN3	-11.377	0.995	0.500	0.500
RTP4	-11.378	0.995	0.500	0.500
OR52N4	-11.379	0.995	0.500	0.500
ARMCX3	-11.382	0.995	0.500	0.500
PTCHD1	-11.382	0.995	0.500	0.500
SREBF2	-11.384	0.995	0.500	0.500
ARSG	-11.384	0.995	0.500	0.500
TP53AIP1	-11.385	0.995	0.500	0.500
ZC3H15	-11.385	0.995	0.500	0.500
SERPINA4	-11.387	0.995	0.500	0.500
HOXA4	-11.388	0.995	0.500	0.500
HIF1A	-11.388	0.995	0.500	0.500
ZNF366	-11.388	0.995	0.500	0.500
SPATA8	-11.391	0.995	0.500	0.500
OR7C2	-11.392	0.995	0.500	0.500
METAP1D	-11.393	0.995	0.500	0.500
SLC24A3	-11.394	0.995	0.500	0.500
HOXD8	-11.395	0.995	0.500	0.500
ARHGEF6	-11.395	0.995	0.500	0.500
EPHA7	-11.396	0.995	0.500	0.500
DCLK2	-11.397	0.995	0.500	0.500
SH3TC1	-11.397	0.995	0.500	0.500
SLC25A2	-11.400	0.995	0.499	0.501
PDLIM3	-11.400	0.995	0.499	0.501
DSC2	-11.401	0.995	0.499	0.501
CRYBA2	-11.405	0.995	0.499	0.501
ZNF260	-11.405	0.995	0.499	0.501
MS4A3	-11.407	0.995	0.499	0.501
AKAP4	-11.407	0.995	0.499	0.501
GPR39	-11.407	0.995	0.499	0.501
FAM162B	-11.407	0.995	0.499	0.501
FAM208B	-11.409	0.995	0.499	0.501
SSPN	-11.409	0.995	0.499	0.501
KANK2	-11.409	0.995	0.499	0.501
IGFL2	-11.410	0.995	0.499	0.501
DLK2	-11.410	0.995	0.499	0.501
KIR3DX1	-11.411	0.995	0.499	0.501
ZNF586	-11.412	0.995	0.499	0.501
PFKFB4	-11.412	0.995	0.499	0.501
DBNDD2	-11.412	0.995	0.499	0.501
ENAH	-11.412	0.995	0.499	0.501
PNOC	-11.416	0.995	0.499	0.501
SCN1A	-11.419	0.995	0.499	0.501
JAGN1	-11.419	0.995	0.499	0.501
LYST	-11.419	0.995	0.499	0.501
MS4A5	-11.421	0.995	0.499	0.501
TNFSF12	-11.422	0.995	0.499	0.501
CCDC11	-11.423	0.995	0.499	0.501
CHSY3	-11.423	0.995	0.499	0.501
HMGN3	-11.423	0.995	0.499	0.501
DEC1	-11.423	0.995	0.499	0.501
HSF5	-11.423	0.995	0.499	0.501
AJAP1	-11.425	0.995	0.499	0.501
HBD	-11.425	0.995	0.499	0.501
NLRP14	-11.427	0.995	0.499	0.501
FAM49A	-11.427	0.995	0.499	0.501
SELPLG	-11.428	0.995	0.499	0.501
RFPL2	-11.430	0.995	0.499	0.501
PPP1R14A	-11.431	0.995	0.499	0.501
GNG7	-11.431	0.995	0.499	0.501
SIDT1	-11.433	0.995	0.499	0.501
OR11G2	-11.437	0.995	0.499	0.501
GOLGA7B	-11.437	0.995	0.499	0.501
LRRC6	-11.438	0.995	0.499	0.501
CKAP4	-11.441	0.995	0.499	0.501
DHRS4L2	-11.441	0.995	0.499	0.501
ZNF35	-11.441	0.995	0.499	0.501
LMBRD1	-11.442	0.995	0.499	0.501
C8orf44	-11.443	0.995	0.499	0.501
KCTD20	-11.445	0.995	0.499	0.501
DUSP7	-11.445	0.995	0.499	0.501
CAMKV	-11.446	0.995	0.499	0.501
KRTAP13-1	-11.446	0.995	0.498	0.502
TRIM24	-11.447	0.995	0.498	0.502
C1QA	-11.448	0.995	0.498	0.502
NT5E	-11.449	0.995	0.498	0.502
OR6K2	-11.449	0.995	0.498	0.502
GMPR2	-11.450	0.995	0.498	0.502
UBE2Q1	-11.451	0.995	0.498	0.502
IGFL1	-11.452	0.995	0.498	0.502
GALNT8	-11.453	0.995	0.498	0.502
PYDC2	-11.454	0.995	0.498	0.502
RBM15	-11.456	0.995	0.498	0.502
NUDT2	-11.456	0.995	0.498	0.502
HCRT	-11.456	0.995	0.498	0.502
TRIML2	-11.456	0.995	0.498	0.502
FGB	-11.457	0.995	0.498	0.502
GUCY1B3	-11.458	0.995	0.498	0.502
CLCNKB	-11.459	0.995	0.498	0.502
ZNF862	-11.461	0.995	0.498	0.502
SSTR4	-11.462	0.995	0.498	0.502
SMDT1	-11.462	0.995	0.498	0.502
SPACA1	-11.463	0.995	0.498	0.502
CTSV	-11.465	0.995	0.498	0.502
TSPAN19	-11.465	0.995	0.498	0.502
PPP1R42	-11.466	0.995	0.498	0.502
ZDHHC21	-11.470	0.995	0.498	0.502
SHROOM1	-11.470	0.995	0.498	0.502
ACSM5	-11.472	0.995	0.498	0.502
SGIP1	-11.473	0.995	0.498	0.502
VEGFA	-11.473	0.995	0.498	0.502
